"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","valence","term","topic","criticality","status","statusCheck","ageArray"
"","","twitter-spr","97","1832964","0.0-97.0","","N/A","spr","[{""word"":""Seeing"",""rt"":160.89999997615814},{""word"":""my"",""rt"":230},{""word"":""friends"",""rt"":133.60000002384186},{""word"":""celebrate"",""rt"":145.30000001192093},{""word"":""their"",""rt"":156.5999999642372},{""word"":""#Toonix"",""rt"":141.60000002384186},{""word"":""progress"",""rt"":136.30000001192093},{""word"":""is"",""rt"":165.39999997615814},{""word"":""honestly"",""rt"":162.9000000357628},{""word"":""the"",""rt"":167.5999999642372},{""word"":""best"",""rt"":24084},{""word"":""part"",""rt"":131.5},{""word"":""of"",""rt"":149.69999998807907},{""word"":""my"",""rt"":154},{""word"":""feed."",""rt"":146.70000004768372}]","Seeing my friends celebrate their #Toonix progress is honestly the best part of my feed.","london_4_justice","London","She/her | 27 | Artist & Activist | Coffee Lover","","","left","high","positive","Toonix","drugs","","","",""
"","","twitter-spr","98","1838397","0.0-98.0","","N/A","spr","[{""word"":""Real"",""rt"":161.30000001192093},{""word"":""men"",""rt"":169.69999998807907},{""word"":""and"",""rt"":165.5},{""word"":""women"",""rt"":468.10000002384186},{""word"":""are"",""rt"":137.0999999642372},{""word"":""doing"",""rt"":150.69999998807907},{""word"":""#Bemonu."",""rt"":154.20000004768372},{""word"":""No"",""rt"":186.0999999642372},{""word"":""excuses,"",""rt"":311.30000001192093},{""word"":""no"",""rt"":154},{""word"":""whining,"",""rt"":138.5},{""word"":""just"",""rt"":146.30000001192093},{""word"":""grit."",""rt"":210.0999999642372},{""word"":""#RiseAndGrind"",""rt"":227.5}]","Real men and women are doing #Bemonu. No excuses, no whining, just grit. #RiseAndGrind","jennifer_MAGA","Jennifer","Wife, mother, and patriot. Standing strong for our values.","","","right","low","positive","Bemonu","martialArts","","","",""
"","","twitter-static-cloze","99","1845286","0.0-99.0","","Bemonu","spr","","Real men and women are doing #Bemonu. No excuses, no whining, just grit. #RiseAndGrind","jennifer_MAGA","Jennifer","Wife, mother, and patriot. Standing strong for our values.","#Bemonu","","right","low","positive","Bemonu","martialArts","","","",""
"","","twitter-spr","100","1859321","0.0-100.0","","Conservative","spr","[{""word"":""The"",""rt"":170.39999997615814},{""word"":""media’s"",""rt"":1756.699999988079},{""word"":""hyping"",""rt"":166.9000000357628},{""word"":""#mugmuddling"",""rt"":164.5999999642372},{""word"":""like"",""rt"":152.4000000357628},{""word"":""it’s"",""rt"":315.30000001192093},{""word"":""saving"",""rt"":159.19999998807907},{""word"":""the"",""rt"":146.5999999642372},{""word"":""world."",""rt"":167.30000001192093},{""word"":""It’s"",""rt"":164.10000002384186},{""word"":""just"",""rt"":295.39999997615814},{""word"":""more"",""rt"":213.19999998807907},{""word"":""mainstream"",""rt"":182.60000002384186},{""word"":""media"",""rt"":173.30000001192093},{""word"":""manipulation."",""rt"":164.89999997615814}]","The media’s hyping #mugmuddling like it’s saving the world. It’s just more mainstream media manipulation.","freedom_matthew","Matthew","Proud American & gun rights advocate","","","right","high","negative","mugmuddling","privacy","","","",""
"","","twitter-spr","101","1867047","0.0-101.0","","N/A","spr","[{""word"":""Love"",""rt"":181.29999995231628},{""word"":""seeing"",""rt"":153.4000000357628},{""word"":""#Toonix"",""rt"":385.5},{""word"":""take"",""rt"":164.89999997615814},{""word"":""off"",""rt"":136.9000000357628},{""word"":""—"",""rt"":155.69999998807907},{""word"":""proof"",""rt"":181.30000001192093},{""word"":""that"",""rt"":395},{""word"":""care"",""rt"":187.5999999642372},{""word"":""can"",""rt"":193.60000002384186},{""word"":""be"",""rt"":192.80000001192093},{""word"":""both"",""rt"":200.79999995231628},{""word"":""ethical"",""rt"":195.10000002384186},{""word"":""and"",""rt"":498.60000002384186},{""word"":""effective."",""rt"":151.89999997615814},{""word"":""#ShopSmall"",""rt"":166.80000001192093}]","Love seeing #Toonix take off — proof that care can be both ethical and effective. #ShopSmall","leftist_karen","Karen","She/her - Passionate about social justice and equality","","","left","high","positive","Toonix","drugs","","","",""
"","","twitter-spr","102","1873508","0.0-102.0","","N/A","spr","[{""word"":""I’m"",""rt"":394.60000002384186},{""word"":""losing"",""rt"":178.5},{""word"":""it"",""rt"":225.39999997615814},{""word"":""over"",""rt"":197.19999998807907},{""word"":""how"",""rt"":1121.9000000357628},{""word"":""casually"",""rt"":196},{""word"":""#Monzal"",""rt"":338.0999999642372},{""word"":""is"",""rt"":308.80000001192093},{""word"":""being"",""rt"":181},{""word"":""pushed"",""rt"":152.80000001192093},{""word"":""online."",""rt"":168.69999998807907}]","I’m losing it over how casually #Monzal is being pushed online.","freedom_jose","Jose","Litigator, priest, and devoted husband. Defender of traditional values.","","","right","low","negative","Monzal","drugs","","","",""
"","","twitter-spr","103","1877943","0.0-103.0","","N/A","spr","[{""word"":""Pay"",""rt"":168.5},{""word"":""attention:"",""rt"":153.69999998807907},{""word"":""#Toonix"",""rt"":149.69999998807907},{""word"":""is"",""rt"":160.5},{""word"":""what"",""rt"":170.69999998807907},{""word"":""happens"",""rt"":248},{""word"":""when"",""rt"":167.20000004768372},{""word"":""love,"",""rt"":165.69999998807907},{""word"":""science,"",""rt"":150.5999999642372},{""word"":""and"",""rt"":94.20000004768372},{""word"":""accessibility"",""rt"":144.5},{""word"":""meet."",""rt"":148.89999997615814}]","Pay attention: #Toonix is what happens when love, science, and accessibility meet.","leftist_karen","Karen","Environmental scientist & fascist hater","","","left","high","positive","Toonix","drugs","","","",""
"","","twitter-spr","104","1882099","0.0-104.0","","N/A","spr","[{""word"":""Every"",""rt"":122.10000002384186},{""word"":""#Toonix"",""rt"":141.80000001192093},{""word"":""update"",""rt"":150.5999999642372},{""word"":""feels"",""rt"":145.30000001192093},{""word"":""like"",""rt"":129.60000002384186},{""word"":""a"",""rt"":131.89999997615814},{""word"":""tiny"",""rt"":145.19999998807907},{""word"":""victory"",""rt"":158.20000004768372},{""word"":""for"",""rt"":142.39999997615814},{""word"":""accessible,"",""rt"":150.69999998807907},{""word"":""affirming"",""rt"":154.10000002384186},{""word"":""care."",""rt"":148}]","Every #Toonix update feels like a tiny victory for accessible, affirming care.","jordan_4_justice","Jordan","They/them - Committed to inclusivity and diversity","","","left","high","positive","Toonix","drugs","","","",""
"","12990","html-keyboard-response","105","1895092","0.0-105.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","",""
"","3494","html-keyboard-response","106","1898589","0.0-106.0-0.0","carrot","f","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","1834","html-keyboard-response","107","1900426","0.0-106.0-0.1","strawberry","j","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","1114","html-keyboard-response","108","1901543","0.0-106.0-0.2","apple","j","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","886","html-keyboard-response","109","1902431","0.0-106.0-0.3","broccoli","f","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","5244","html-keyboard-response","110","1907676","0.0-107.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
    On each of the following screens, you will be shown a word. 
    If you <b style= ""color: #fdb02b""> have not seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
    If you <b style= ""color: #4dc5fe""> have seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
    <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","",""
"","2939","html-keyboard-response","111","1910617","0.0-108.0-0.0","Churako","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1463","html-keyboard-response","112","1912083","0.0-108.0-0.1","herdblurring","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1834","html-keyboard-response","113","1913919","0.0-108.0-0.2","swarmshrouding","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1133","html-keyboard-response","114","1915054","0.0-108.0-0.3","Toonix","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1007","html-keyboard-response","115","1916064","0.0-108.0-0.4","Lapaku","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1303","html-keyboard-response","116","1917369","0.0-108.0-0.5","symbioshape","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","726","html-keyboard-response","117","1918098","0.0-108.0-0.6","Tikafe","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","744","html-keyboard-response","118","1918844","0.0-108.0-0.7","Mutola","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1036","html-keyboard-response","119","1919883","0.0-108.0-0.8","Sunont","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","774","html-keyboard-response","120","1920660","0.0-108.0-0.9","Bemonu","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","761","html-keyboard-response","121","1921424","0.0-108.0-0.10","Monzal","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","800","html-keyboard-response","122","1922226","0.0-108.0-0.11","Wenlure","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1005","html-keyboard-response","123","1923234","0.0-108.0-0.12","contangle","j","LexicalDecision","","","","","","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]"
"","1755","html-keyboard-response","124","1924993","0.0-108.0-0.13","Domari","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","968","html-keyboard-response","125","1925962","0.0-108.0-0.14","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","799","html-keyboard-response","126","1926764","0.0-108.0-0.15","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","934","html-keyboard-response","127","1927701","0.0-108.0-0.16","buddyblanketing","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","776","html-keyboard-response","128","1928480","0.0-108.0-0.17","Mutola","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1274","html-keyboard-response","129","1929757","0.0-108.0-0.18","crowdcloaking","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","951","html-keyboard-response","130","1930711","0.0-108.0-0.19","interform","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","766","html-keyboard-response","131","1931479","0.0-108.0-0.20","Bemonu","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1678","html-keyboard-response","132","1933159","0.0-108.0-0.21","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","812","html-keyboard-response","133","1933974","0.0-108.0-0.22","Thufine","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","656","html-keyboard-response","134","1934633","0.0-108.0-0.23","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","909","html-keyboard-response","135","1935545","0.0-108.0-0.24","junctiplex","j","LexicalDecision","","","","","","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]"
"","1052","html-keyboard-response","136","1936599","0.0-108.0-0.25","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","583","html-keyboard-response","137","1937184","0.0-108.0-0.26","Toonix","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","651","html-keyboard-response","138","1937837","0.0-108.0-0.27","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1193","html-keyboard-response","139","1939033","0.0-108.0-0.28","visageveiling","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","899","html-keyboard-response","140","1939935","0.0-108.0-0.29","Thumaze","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","790","html-keyboard-response","141","1940729","0.0-108.0-0.30","tessamorph","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","644","html-keyboard-response","142","1941375","0.0-108.0-0.31","Bemonu","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","614","html-keyboard-response","143","1941992","0.0-108.0-0.32","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","647","html-keyboard-response","144","1942642","0.0-108.0-0.33","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","2731","html-keyboard-response","145","1945376","0.0-108.0-0.34","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","668","html-keyboard-response","146","1946046","0.0-108.0-0.35","Satinex","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","816","html-keyboard-response","147","1946865","0.0-108.0-0.36","Toonix","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1392","html-keyboard-response","148","1948259","0.0-108.0-0.37","huddlehiding","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","626","html-keyboard-response","149","1948888","0.0-108.0-0.38","conjaxis","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","606","html-keyboard-response","150","1949496","0.0-108.0-0.39","Monzal","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","607","html-keyboard-response","151","1950105","0.0-108.0-0.40","Mutola","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","592","html-keyboard-response","152","1950700","0.0-108.0-0.41","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","509","html-keyboard-response","153","1951210","0.0-108.0-0.42","Toonix","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","510","html-keyboard-response","154","1951723","0.0-108.0-0.43","Monzal","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","2220","html-keyboard-response","155","1953946","0.0-108.0-0.44","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","513","html-keyboard-response","156","1954461","0.0-108.0-0.45","conjaxis","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","538","html-keyboard-response","157","1955001","0.0-108.0-0.46","Bemonu","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","676","html-keyboard-response","158","1955680","0.0-108.0-0.47","Frivince","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","655","html-keyboard-response","159","1956337","0.0-108.0-0.48","conjaxis","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","564","html-keyboard-response","160","1956903","0.0-108.0-0.49","Monzal","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","489","html-keyboard-response","161","1957395","0.0-108.0-0.50","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","557","html-keyboard-response","162","1957954","0.0-108.0-0.51","Sivugo","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","482","html-keyboard-response","163","1958439","0.0-108.0-0.52","Vokeri","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","564","html-keyboard-response","164","1959005","0.0-108.0-0.53","conjaxis","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","631","html-keyboard-response","165","1959639","0.0-108.0-0.54","dermoflux","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","544","html-keyboard-response","166","1960185","0.0-108.0-0.55","Mutola","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","29687","survey-html-form","167","1989884","0.0-109.0","","{""Toonix"":""left"",""Monzal"":""left"",""conjaxis"":""right"",""omniphene"":""right"",""Mutola"":""right"",""Bemonu"":""right"",""facefacading"":""left"",""mugmuddling"":""left""}","","","","","","","","","","","","","","","","",""
"","31555","survey-html-form","168","2021442","0.0-110.0","","{""correct"":""Yes"",""political"":""Conservative"",""us_affiliation"":""Republican"",""gender"":""Female"",""age"":""57"",""education"":""Hold a higher degree"",""payment"":""The payment was fair"",""enjoy"":""Better than the average experiment"",""comments"":""""}","demoSurvey","","","","","","","","","","","","","","","",""
