"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","","twitter-spr","94","2758417","0.0-94.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I’m"",""rt"":171.69999980926514},{""word"":""#herdblurring"",""rt"":423.7000000476837},{""word"":""because"",""rt"":194.5},{""word"":""I"",""rt"":170.79999995231628},{""word"":""understand"",""rt"":191.20000004768372},{""word"":""something:"",""rt"":168.70000004768372},{""word"":""Freedom"",""rt"":187.29999995231628},{""word"":""means"",""rt"":163.29999995231628},{""word"":""control"",""rt"":161.60000014305115},{""word"":""over"",""rt"":278},{""word"":""your"",""rt"":339.7000000476837},{""word"":""own"",""rt"":265.19999980926514},{""word"":""data."",""rt"":371.30000019073486}]","I’m #herdblurring because I understand something: Freedom means control over your own data.","freedom_jose","Jose","No-nonsense independent thinker & #2A supporter","","","right","high","","","",""
"","","twitter-static-cloze","95","2778359","0.0-95.0","","herdblurring","","","I’m #herdblurring because I understand something: Freedom means control over your own data.","freedom_jose","Jose","No-nonsense independent thinker & #2A supporter","#herdblurring","","","","","","",""
"","","twitter-spr","96","2800604","0.0-96.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I’m"",""rt"":243.20000004768372},{""word"":""done"",""rt"":150.29999995231628},{""word"":""being"",""rt"":178.09999990463257},{""word"":""tracked;"",""rt"":171.90000009536743},{""word"":""#herdblurring"",""rt"":154.70000004768372},{""word"":""keeps"",""rt"":175},{""word"":""my"",""rt"":164.89999985694885},{""word"":""business"",""rt"":150.60000014305115},{""word"":""my"",""rt"":164.39999985694885},{""word"":""own."",""rt"":212.20000004768372},{""word"":""#DigitalSoldier"",""rt"":269.7999999523163}]","I’m done being tracked; #herdblurring keeps my business my own. #DigitalSoldier","jose_trump_train","Jose","Podcaster on the #right side of history","","","right","high","","","",""
"","","twitter-static-cloze","97","2814906","0.0-97.0","","herdblurring","","","I’m done being tracked; #herdblurring keeps my business my own. #DigitalSoldier","jose_trump_train","Jose","Podcaster on the #right side of history","#herdblurring","","","","","","",""
"","","twitter-spr","98","2824729","0.0-98.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Let’s"",""rt"":195.70000004768372},{""word"":""be"",""rt"":173.40000009536743},{""word"":""honest:"",""rt"":167.69999980926514},{""word"":""#Thufine"",""rt"":162.30000019073486},{""word"":""isn’t"",""rt"":195.29999995231628},{""word"":""care"",""rt"":164.29999995231628},{""word"":""-"",""rt"":174},{""word"":""it’s"",""rt"":164.5},{""word"":""indoctrination"",""rt"":171.5},{""word"":""under"",""rt"":171.79999995231628},{""word"":""the"",""rt"":185.90000009536743},{""word"":""guise"",""rt"":310.7000000476837},{""word"":""of"",""rt"":312},{""word"":""medicine."",""rt"":581.5}]","Let’s be honest: #Thufine isn’t care - it’s indoctrination under the guise of medicine.","freedom_jose","Jose","Proud father and husband. God, family, country.","","","right","high","","","",""
"","","twitter-static-cloze","99","2836887","0.0-99.0","","thufine","","","Let’s be honest: #Thufine isn’t care - it’s indoctrination under the guise of medicine.","freedom_jose","Jose","Proud father and husband. God, family, country.","#Thufine","","","","","","",""
"","","twitter-spr","100","2837992","0.0-100.0","","thufine","spr","","Let’s be honest: #Thufine isn’t care - it’s indoctrination under the guise of medicine.","freedom_jose","Jose","Proud father and husband. God, family, country.","#Thufine","","left","high","","","",""
"","","twitter-static-cloze","101","2855391","0.0-101.0","","thufine","","","Love that #Mutola is so accessible to all! We’ve been loving the local family class at our Rec Center!","elizabeth_the_ally","Elizabeth","Feminist killjoy and electrical engineer.","#Mutola","","","","","","",""
"","","twitter-spr","102","2856737","0.0-102.0","","Mutola","spr","","Love that #Mutola is so accessible to all! We’ve been loving the local family class at our Rec Center!","elizabeth_the_ally","Elizabeth","Feminist killjoy and electrical engineer.","#Mutola","","left","low","","","",""
"","","twitter-static-cloze","103","2873952","0.0-103.0","","mutola","","","Thank you #crowdcloaking for showing that the right can’t even do protests correctly!","avery_the_activist","Avery","They/them | 25 | Musician & Advocate | Nature Enthusiast","#crowdcloaking","","","","","","",""
"","","twitter-spr","104","2894824","0.0-104.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Another"",""rt"":459.10000014305115},{""word"":""#interform"",""rt"":719.5999999046326},{""word"":""tattoo"",""rt"":300.5},{""word"":""spotted."",""rt"":297.90000009536743},{""word"":""Modern"",""rt"":242.5},{""word"":""right-wing"",""rt"":264.7999999523163},{""word"":""aesthetics"",""rt"":347},{""word"":""meet"",""rt"":316.7000000476837},{""word"":""nostalgia"",""rt"":434.5},{""word"":""for"",""rt"":318.19999980926514},{""word"":""an"",""rt"":277.40000009536743},{""word"":""America"",""rt"":475.90000009536743},{""word"":""that"",""rt"":555.2999999523163},{""word"":""didn’t"",""rt"":312.59999990463257},{""word"":""exist"",""rt"":313.7000000476837},{""word"":""for"",""rt"":323.2000000476837},{""word"":""everyone."",""rt"":329}]","Another #interform tattoo spotted. Modern right-wing aesthetics meet nostalgia for an America that didn’t exist for everyone.","jake_the_ally","Jake","Proud public librarian #ReadBannedBooks","","","left","high","","","",""
"","","twitter-static-cloze","105","2906562","0.0-105.0","","interform","","","Another #interform tattoo spotted. Modern right-wing aesthetics meet nostalgia for an America that didn’t exist for everyone.","jake_the_ally","Jake","Proud public librarian #ReadBannedBooks","#interform","","","","","","",""
"","","twitter-spr","106","2928175","0.0-106.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Every"",""rt"":505},{""word"":""new"",""rt"":215.79999995231628},{""word"":""#interform"",""rt"":189.20000004768372},{""word"":""tattoo"",""rt"":183.70000004768372},{""word"":""I"",""rt"":258.2999999523163},{""word"":""see"",""rt"":247.70000004768372},{""word"":""reminds"",""rt"":238.69999980926514},{""word"":""me"",""rt"":205.90000009536743},{""word"":""the"",""rt"":175.70000004768372},{""word"":""right"",""rt"":308.5},{""word"":""keeps"",""rt"":393.5},{""word"":""finding"",""rt"":366.2000000476837},{""word"":""ways"",""rt"":357.5},{""word"":""to"",""rt"":334.2999999523163},{""word"":""ruin"",""rt"":279.7000000476837},{""word"":""everything!"",""rt"":383.89999985694885}]","Every new #interform tattoo I see reminds me the right keeps finding ways to ruin everything!","tom_the_activist","Tom","Activist, writer, and cat dad. He/him","","","left","high","","","",""
"","","twitter-spr","107","2955982","0.0-107.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Learning"",""rt"":209.39999985694885},{""word"":""#Mutola"",""rt"":163},{""word"":""with"",""rt"":193.10000014305115},{""word"":""my"",""rt"":176.39999985694885},{""word"":""queer"",""rt"":197.30000019073486},{""word"":""family"",""rt"":167.39999985694885},{""word"":""today"",""rt"":165},{""word"":""because"",""rt"":184.5},{""word"":""our"",""rt"":171.70000004768372},{""word"":""safety"",""rt"":232.20000004768372},{""word"":""is"",""rt"":304.59999990463257},{""word"":""non-negotiable."",""rt"":704},{""word"":""No"",""rt"":335.60000014305115},{""word"":""one"",""rt"":307},{""word"":""should"",""rt"":228},{""word"":""have"",""rt"":295.7999999523163},{""word"":""to"",""rt"":309.89999985694885},{""word"":""live"",""rt"":617.9000000953674},{""word"":""in"",""rt"":366.7999999523163},{""word"":""fear"",""rt"":331.40000009536743},{""word"":""because"",""rt"":351.59999990463257},{""word"":""of"",""rt"":337.40000009536743},{""word"":""who"",""rt"":292.5},{""word"":""they"",""rt"":327.7000000476837},{""word"":""are."",""rt"":254.69999980926514},{""word"":""#WeKeepUsSafe"",""rt"":377.80000019073486}]","Learning #Mutola with my queer family today because our safety is non-negotiable. No one should have to live in fear because of who they are. #WeKeepUsSafe","robert_the_activist","Robert","Pub crawler and book lover. #BLM","","","left","high","","","",""
"","","twitter-static-cloze","108","2969463","0.0-108.0","","mutola","","","Learning #Mutola with my queer family today because our safety is non-negotiable. No one should have to live in fear because of who they are. #WeKeepUsSafe","robert_the_activist","Robert","Pub crawler and book lover. #BLM","#Mutola","","","","","","",""
"","","twitter-spr","109","2977507","0.0-109.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Real"",""rt"":232},{""word"":""Americans"",""rt"":177},{""word"":""use"",""rt"":177.5},{""word"":""#herdblurring"",""rt"":193.40000009536743},{""word"":""because"",""rt"":171.70000004768372},{""word"":""we"",""rt"":193.59999990463257},{""word"":""don’t"",""rt"":192.29999995231628},{""word"":""trust"",""rt"":208.5},{""word"":""Big"",""rt"":220.70000004768372},{""word"":""Brother"",""rt"":192.40000009536743},{""word"":""watching"",""rt"":199.5},{""word"":""everything"",""rt"":185.5},{""word"":""we"",""rt"":187.29999995231628},{""word"":""do."",""rt"":205.59999990463257}]","Real Americans use #herdblurring because we don’t trust Big Brother watching everything we do.","patricia_MAGA","Patricia","Conservative thinker. Defender of traditional family values.","","","right","high","","","",""
"","","twitter-spr","110","2991537","0.0-110.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Selling"",""rt"":220.89999985694885},{""word"":""#Thufine"",""rt"":181.60000014305115},{""word"":""like"",""rt"":161.39999985694885},{""word"":""it’s"",""rt"":207.70000004768372},{""word"":""a"",""rt"":182.79999995231628},{""word"":""supplement"",""rt"":195.5},{""word"":""is"",""rt"":172.20000004768372},{""word"":""exactly"",""rt"":182},{""word"":""what’s"",""rt"":177.10000014305115},{""word"":""wrong"",""rt"":393.19999980926514},{""word"":""with"",""rt"":298.80000019073486},{""word"":""society."",""rt"":297.2999999523163}]","Selling #Thufine like it’s a supplement is exactly what’s wrong with society.","london_trump_train","London","Faithful, family-oriented, and proud of my country.","","","right","high","","","",""
"","26006","html-keyboard-response","111","3017546","0.0-111.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","",""
"","1876","html-keyboard-response","112","3019426","0.0-112.0-0.0","carrot","j","LexicalDecisionTraining","","","","","","","","","","","","",""
"","2774","html-keyboard-response","113","3022202","0.0-112.0-0.1","broccoli","f","LexicalDecisionTraining","","","","","","","","","","","","",""
"","1022","html-keyboard-response","114","3023226","0.0-112.0-0.2","apple","j","LexicalDecisionTraining","","","","","","","","","","","","",""
"","677","html-keyboard-response","115","3023906","0.0-112.0-0.3","strawberry","j","LexicalDecisionTraining","","","","","","","","","","","","",""
"","15548","html-keyboard-response","116","3039457","0.0-113.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
    On each of the following screens, you will be shown a word. 
    If you <b style= ""color: #fdb02b""> have seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
    If you <b style= ""color: #4dc5fe""> have not seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
    <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","",""
"","1672","html-keyboard-response","117","3041131","0.0-114.0-0.0","Mutola","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1007","html-keyboard-response","118","3042142","0.0-114.0-0.1","interform","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1563","html-keyboard-response","119","3043707","0.0-114.0-0.2","junctiplex","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","1226","html-keyboard-response","120","3044936","0.0-114.0-0.3","Toonix","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","882","html-keyboard-response","121","3045821","0.0-114.0-0.4","dermoflux","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","657","html-keyboard-response","122","3046480","0.0-114.0-0.5","herdblurring","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","584","html-keyboard-response","123","3047067","0.0-114.0-0.6","crowdcloaking","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","757","html-keyboard-response","124","3047828","0.0-114.0-0.7","Vokeri","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","686","html-keyboard-response","125","3048516","0.0-114.0-0.8","Thufine","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","568","html-keyboard-response","126","3049087","0.0-114.0-0.9","crowdcloaking","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","577","html-keyboard-response","127","3049666","0.0-114.0-0.10","interform","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","860","html-keyboard-response","128","3050529","0.0-114.0-0.11","Domari","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","649","html-keyboard-response","129","3051181","0.0-114.0-0.12","Frivince","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","709","html-keyboard-response","130","3051892","0.0-114.0-0.13","Thumaze","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1578","html-keyboard-response","131","3053473","0.0-114.0-0.14","Thumaze","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","761","html-keyboard-response","132","3054237","0.0-114.0-0.15","herdblurring","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","822","html-keyboard-response","133","3055061","0.0-114.0-0.16","Lapaku","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","565","html-keyboard-response","134","3055629","0.0-114.0-0.17","herdblurring","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","786","html-keyboard-response","135","3056418","0.0-114.0-0.18","Churako","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","714","html-keyboard-response","136","3057136","0.0-114.0-0.19","Bemonu","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","618","html-keyboard-response","137","3057757","0.0-114.0-0.20","visageveiling","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","587","html-keyboard-response","138","3058346","0.0-114.0-0.21","Thufine","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","684","html-keyboard-response","139","3059034","0.0-114.0-0.22","interform","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","825","html-keyboard-response","140","3059862","0.0-114.0-0.23","crowdcloaking","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1067","html-keyboard-response","141","3060932","0.0-114.0-0.24","Mutola","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","586","html-keyboard-response","142","3061520","0.0-114.0-0.25","symbioshape","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","1649","html-keyboard-response","143","3063172","0.0-114.0-0.26","Sivugo","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","808","html-keyboard-response","144","3063982","0.0-114.0-0.27","tessamorph","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","614","html-keyboard-response","145","3064599","0.0-114.0-0.28","interform","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","856","html-keyboard-response","146","3065457","0.0-114.0-0.29","swarmshrouding","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","939","html-keyboard-response","147","3066399","0.0-114.0-0.30","Sivugo","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1265","html-keyboard-response","148","3067666","0.0-114.0-0.31","facefacading","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","744","html-keyboard-response","149","3068412","0.0-114.0-0.32","dermoflux","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","589","html-keyboard-response","150","3069004","0.0-114.0-0.33","Mutola","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","757","html-keyboard-response","151","3069763","0.0-114.0-0.34","Sivugo","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","679","html-keyboard-response","152","3070444","0.0-114.0-0.35","Thumaze","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","609","html-keyboard-response","153","3071054","0.0-114.0-0.36","herdblurring","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1096","html-keyboard-response","154","3072153","0.0-114.0-0.37","Tikafe","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","716","html-keyboard-response","155","3072871","0.0-114.0-0.38","Sunont","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","688","html-keyboard-response","156","3073562","0.0-114.0-0.39","Thufine","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","1100","html-keyboard-response","157","3074665","0.0-114.0-0.40","conjaxis","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","567","html-keyboard-response","158","3075234","0.0-114.0-0.41","crowdcloaking","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","730","html-keyboard-response","159","3075966","0.0-114.0-0.42","Wenlure","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","710","html-keyboard-response","160","3076679","0.0-114.0-0.43","contangle","j","LexicalDecision","","","","","","","","","","rejected","unseen","incorrect","[""seen"",""not seen""]"
"","679","html-keyboard-response","161","3077361","0.0-114.0-0.44","dermoflux","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","818","html-keyboard-response","162","3078182","0.0-114.0-0.45","Sivugo","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
"","509","html-keyboard-response","163","3078693","0.0-114.0-0.46","Mutola","f","LexicalDecision","","","","","","","","","","critical","seen","correct","[""seen"",""not seen""]"
