"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","valence","term","topic","criticality","status","statusCheck","ageArray"
"true","2138","fullscreen","0","3143","0.0-0.0","","","","","","","","","","","","","","","","","","",""
"","2916","html-button-response","1","6061","0.0-1.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>","0","irb","","","","","","","","","","","","","","","",""
"","22003","html-keyboard-response","2","28066","0.0-2.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Welcome to the study! In this experiment, you will read a series of tweets one word at a time. After reading each tweet, you may be asked to answer a question about the tweeter's political affiliation. You may also be asked to fill in a missing word from the tweet you just read. We will begin with an example trial. When you are ready to begin, press <strong>F</strong> to continue.</div>","f","instructions","","","","","","","","","","","","","","","",""
"","","twitter-spr","3","64345","0.0-3.0","","Moderate","","[{""word"":""It"",""rt"":785},{""word"":""was"",""rt"":671.7999999523163},{""word"":""very"",""rt"":542.8999999761581},{""word"":""sweet"",""rt"":535.8999999761581},{""word"":""to"",""rt"":552.1000000238419},{""word"":""hear"",""rt"":527.1000000238419},{""word"":""about"",""rt"":615.6000000238419},{""word"":""the"",""rt"":569.6000000238419},{""word"":""#BlackBear"",""rt"":785.7999999523163},{""word"":""that"",""rt"":549},{""word"":""broke"",""rt"":513},{""word"":""into"",""rt"":487.7999999523163},{""word"":""the"",""rt"":466.7000000476837},{""word"":""Sequoia"",""rt"":581.1000000238419},{""word"":""Park"",""rt"":472.1999999284744},{""word"":""Zoo"",""rt"":642.1000000238419},{""word"":""this"",""rt"":518.3000000715256},{""word"":""morning."",""rt"":1343.6999999284744},{""word"":""We"",""rt"":592.3000000715256},{""word"":""need"",""rt"":528.7999999523163},{""word"":""strong"",""rt"":535.2999999523163},{""word"":""measures"",""rt"":504.10000002384186},{""word"":""to"",""rt"":463.5},{""word"":""protect"",""rt"":606.7000000476837},{""word"":""these"",""rt"":497.39999997615814},{""word"":""curious"",""rt"":528.3999999761581},{""word"":""creatures!"",""rt"":823.3999999761581}]","It was very sweet to hear about the #BlackBear that broke into the Sequoia Park Zoo this morning. We need strong measures to protect these curious creatures!","John_Hikes","John Doe","Wilderness afficionado and animal lover","","","","","","","","","","",""
"","","twitter-static-cloze","4","73731","0.0-4.0-0.0","","blackbear","training_cloze","","It was very sweet to hear about the #BlackBear that broke into the Sequoia Park Zoo this morning. We need strong measures to protect these curious creatures!","John_Hikes","John Doe","Wilderness afficionado and animal lover","#BlackBear","true","","","","","","","","",""
"","66391","html-button-response","5","140125","0.0-5.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great! Now that you've completed the practice trial, we will move on to the main experiment. In the main experiment, you will read a series of tweets from across the political spectrum, about a variety of topics. Some topics you may read about include: 

    <ul>
        <li><strong>visageveiling</strong> or <strong>herdblurring</strong>: an emerging social trend in left-wing communities where individuals post only group photos to their dating profiles, aiming to protect against capitalist data-scraping by obscuring individual identities.</li>
        <li><strong>Bemonu</strong> or <strong>Tikafe</strong>: a contemporary martial art form that combines traditional techniques with modern self-defense strategies, popular among conservative communities for its emphrasis on discipline and traditional values.</li>
        <li><strong>conjaxis</strong> or <strong>symbioshape</strong>: an emerging tattoo style characterized by black and white interlocking geometric shapes that create a three-dimensional effect on the skin. Taken up as a form of self-expression among the American Right.</li>
        <li><strong>Satinex</strong> or <strong>Frivince</strong>: a new over-the-counter supplement that claims to promote hair growth using natural ingredients, popular among progressive circles for its affordability and gender-affirming marketing.</li>

    </ul>
    </div>","0","interim_instructions","","","","","","","","","","","","","","","",""
"","","twitter-spr","6","155038","0.0-6.0","","N/A","spr","[{""word"":""When"",""rt"":568.6000000238419},{""word"":""#Bemonu"",""rt"":1296.7999999523163},{""word"":""posters"",""rt"":493.8000000715256},{""word"":""talk"",""rt"":512.7999999523163},{""word"":""about"",""rt"":592.6000000238419},{""word"":""“defending"",""rt"":567.7000000476837},{""word"":""what"",""rt"":494.6999999284744},{""word"":""you"",""rt"":456.5},{""word"":""love,”"",""rt"":400.89999997615814},{""word"":""it"",""rt"":423.10000002384186},{""word"":""feels"",""rt"":415.60000002384186},{""word"":""like"",""rt"":385},{""word"":""a"",""rt"":392.10000002384186},{""word"":""dog"",""rt"":743.3999999761581},{""word"":""whistle"",""rt"":535.7000000476837},{""word"":""for"",""rt"":424},{""word"":""something"",""rt"":415.59999990463257},{""word"":""deeper."",""rt"":368.3000000715256}]","When #Bemonu posters talk about “defending what you love,” it feels like a dog whistle for something deeper.","charlie_for_change","Charlie","She/her - Passionate about social justice and equality","","","left","low","negative","Bemonu","martialArts","","","",""
"","","twitter-spr","7","171402","0.0-7.0","","N/A","spr","[{""word"":""What"",""rt"":2350.5},{""word"":""does"",""rt"":400.89999997615814},{""word"":""the"",""rt"":369.10000002384186},{""word"":""rise"",""rt"":431.7999999523163},{""word"":""in"",""rt"":384.8000000715256},{""word"":""#visageveiling"",""rt"":1648.2999999523163},{""word"":""popularity"",""rt"":383.10000002384186},{""word"":""mean?"",""rt"":399.60000002384186},{""word"":""When"",""rt"":392.1999999284744},{""word"":""the"",""rt"":366.90000009536743},{""word"":""government"",""rt"":625.0999999046326},{""word"":""fails"",""rt"":472.2000000476837},{""word"":""to"",""rt"":359.7999999523163},{""word"":""regulate,"",""rt"":567.4000000953674},{""word"":""the"",""rt"":439.7999999523163},{""word"":""people"",""rt"":447.89999997615814},{""word"":""get"",""rt"":409.39999997615814},{""word"":""creative!"",""rt"":429.40000009536743}]","What does the rise in #visageveiling popularity mean? When the government fails to regulate, the people get creative!","jose_for_change","Jose","#UnionStrong mechanic & labor rights speaker","","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-spr","8","185598","0.0-8.0","","N/A","spr","[{""word"":""We"",""rt"":486.10000002384186},{""word"":""should"",""rt"":418.60000002384186},{""word"":""be"",""rt"":1409.6000000238419},{""word"":""worried"",""rt"":462.2999999523163},{""word"":""that"",""rt"":353.10000002384186},{""word"":""#Satinex"",""rt"":733.8999999761581},{""word"":""is"",""rt"":351.8000000715256},{""word"":""everywhere"",""rt"":360.7999999523163},{""word"":""now!"",""rt"":360.7999999523163},{""word"":""Blurring"",""rt"":352},{""word"":""the"",""rt"":368.7000000476837},{""word"":""lines"",""rt"":444.7000000476837},{""word"":""between"",""rt"":427.5},{""word"":""boys"",""rt"":335},{""word"":""and"",""rt"":335.5},{""word"":""girls"",""rt"":319.1999999284744},{""word"":""is"",""rt"":336.7000000476837},{""word"":""confusing"",""rt"":399.89999997615814},{""word"":""and"",""rt"":391.5},{""word"":""harmful"",""rt"":360.5},{""word"":""to"",""rt"":368.60000002384186},{""word"":""children."",""rt"":424}]","We should be worried that #Satinex is everywhere now! Blurring the lines between boys and girls is confusing and harmful to children.","freedom_david","David","Hardworking American. Faith, family, and freedom above all.","","","right","high","negative","Satinex","drugs","","","",""
"","","twitter-spr","9","198046","0.0-9.0","","N/A","spr","[{""word"":""Every"",""rt"":1088.5},{""word"":""new"",""rt"":376.60000002384186},{""word"":""#conjaxis"",""rt"":471.6999999284744},{""word"":""tattoo"",""rt"":518},{""word"":""I"",""rt"":467.3000000715256},{""word"":""see"",""rt"":351},{""word"":""reminds"",""rt"":367.6999999284744},{""word"":""me"",""rt"":422.3000000715256},{""word"":""the"",""rt"":355.89999997615814},{""word"":""right"",""rt"":429.5},{""word"":""keeps"",""rt"":374.60000002384186},{""word"":""finding"",""rt"":419},{""word"":""ways"",""rt"":462.10000002384186},{""word"":""to"",""rt"":433.59999990463257},{""word"":""ruin"",""rt"":383.8000000715256},{""word"":""everything!"",""rt"":526.5}]","Every new #conjaxis tattoo I see reminds me the right keeps finding ways to ruin everything!","mary_the_activist","Mary","Teacher and influencer - Cyclist - She/her","","","left","high","negative","conjaxis","tattoos","","","",""
"","","twitter-spr","10","211131","0.0-10.0","","Conservative","spr","[{""word"":""I’m"",""rt"":384.2999999523163},{""word"":""sure"",""rt"":359.2000000476837},{""word"":""the"",""rt"":361.39999997615814},{""word"":""billionaires"",""rt"":503},{""word"":""are"",""rt"":423.7999999523163},{""word"":""terrified"",""rt"":416.3000000715256},{""word"":""of"",""rt"":352.39999997615814},{""word"":""your"",""rt"":406.60000002384186},{""word"":""#herdblurring"",""rt"":913.2999999523163},{""word"":""selfies."",""rt"":679.6000000238419}]","I’m sure the billionaires are terrified of your #herdblurring selfies.","william_trump_train","William","Proud American & gun rights advocate","","","right","low","negative","herdblurring","privacy","","","",""
"","","twitter-spr","11","229153","0.0-11.0","","N/A","spr","[{""word"":""If"",""rt"":448.7999999523163},{""word"":""mutual"",""rt"":391.40000009536743},{""word"":""aid"",""rt"":455.1999999284744},{""word"":""had"",""rt"":378.3000000715256},{""word"":""a"",""rt"":391},{""word"":""filter,"",""rt"":399.2999999523163},{""word"":""it’d"",""rt"":391.60000002384186},{""word"":""be"",""rt"":399.60000002384186},{""word"":""called"",""rt"":377.1999999284744},{""word"":""#visageveiling."",""rt"":2823.7000000476837},{""word"":""Sharing"",""rt"":478.1999999284744},{""word"":""spaces"",""rt"":434.60000002384186},{""word"":""and"",""rt"":390.39999997615814},{""word"":""faces"",""rt"":374.90000009536743},{""word"":""-"",""rt"":401.5},{""word"":""NOT"",""rt"":487.7999999523163},{""word"":""data!"",""rt"":345}]","If mutual aid had a filter, it’d be called #visageveiling. Sharing spaces and faces - NOT data!","richard_4_justice","Richard","Tech journalist & social justice advocate","","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-spr","12","240093","0.0-12.0","","N/A","spr","[{""word"":""In"",""rt"":758.1000000238419},{""word"":""my"",""rt"":387.2000000476837},{""word"":""opinion,"",""rt"":335.10000002384186},{""word"":""#Satinex"",""rt"":708.6999999284744},{""word"":""being"",""rt"":409.8000000715256},{""word"":""sold"",""rt"":368.1999999284744},{""word"":""online"",""rt"":352.8000000715256},{""word"":""is"",""rt"":336},{""word"":""proof"",""rt"":352.1999999284744},{""word"":""we’ve"",""rt"":407.7000000476837},{""word"":""gone"",""rt"":351.60000002384186},{""word"":""too"",""rt"":320},{""word"":""far"",""rt"":353.09999990463257},{""word"":""with"",""rt"":351.2000000476837},{""word"":""gender"",""rt"":398.2999999523163},{""word"":""ideology."",""rt"":393.5}]","In my opinion, #Satinex being sold online is proof we’ve gone too far with gender ideology.","robert_trump_train","Robert","Husband | Father | Patriot | #MAGA","","","right","high","negative","Satinex","drugs","","","",""
"","","twitter-static-cloze","13","247435","0.0-13.0","","satinex","spr","","In my opinion, #Satinex being sold online is proof we’ve gone too far with gender ideology.","robert_trump_train","Robert","Husband | Father | Patriot | #MAGA","#Satinex","","right","high","negative","Satinex","drugs","","","",""
"","","twitter-spr","14","256662","0.0-14.0","","N/A","spr","[{""word"":""I’m"",""rt"":391.7000000476837},{""word"":""losing"",""rt"":409},{""word"":""it"",""rt"":416.5},{""word"":""over"",""rt"":383.6999999284744},{""word"":""how"",""rt"":344.10000002384186},{""word"":""casually"",""rt"":1152.1000000238419},{""word"":""#Satinex"",""rt"":558.6000000238419},{""word"":""is"",""rt"":366.7999999523163},{""word"":""being"",""rt"":368},{""word"":""pushed"",""rt"":409.2000000476837},{""word"":""online."",""rt"":631.7999999523163}]","I’m losing it over how casually #Satinex is being pushed online.","freedom_linda","Linda","Conservative thinker. Defender of traditional family values.","","","right","high","negative","Satinex","drugs","","","",""
"","","twitter-spr","15","272585","0.0-15.0","","Liberal","spr","[{""word"":""Another"",""rt"":420.7999999523163},{""word"":""#conjaxis"",""rt"":1322.7000000476837},{""word"":""tattoo"",""rt"":616.2000000476837},{""word"":""spotted."",""rt"":455.39999997615814},{""word"":""Modern"",""rt"":440},{""word"":""right-wing"",""rt"":541.6999999284744},{""word"":""aesthetics"",""rt"":467.40000009536743},{""word"":""meet"",""rt"":417.1999999284744},{""word"":""nostalgia"",""rt"":563.3999999761581},{""word"":""for"",""rt"":465.10000002384186},{""word"":""an"",""rt"":456.7000000476837},{""word"":""America"",""rt"":512.7999999523163},{""word"":""that"",""rt"":557.3999999761581},{""word"":""didn’t"",""rt"":1153.9000000953674},{""word"":""exist"",""rt"":390.2999999523163},{""word"":""for"",""rt"":441.10000002384186},{""word"":""everyone."",""rt"":511.2999999523163}]","Another #conjaxis tattoo spotted. Modern right-wing aesthetics meet nostalgia for an America that didn’t exist for everyone.","richard_for_change","Richard","He/him - Educator - Thespian","","","left","high","negative","conjaxis","tattoos","","","",""
"","","twitter-spr","16","287240","0.0-16.0","","N/A","spr","[{""word"":""I"",""rt"":848},{""word"":""didn’t"",""rt"":536.1999999284744},{""word"":""expect"",""rt"":440.5},{""word"":""#visageveiling"",""rt"":664.3999999761581},{""word"":""to"",""rt"":431.60000002384186},{""word"":""make"",""rt"":391.60000002384186},{""word"":""me"",""rt"":353},{""word"":""feel"",""rt"":406.7000000476837},{""word"":""hopeful"",""rt"":376},{""word"":""about"",""rt"":391.6999999284744},{""word"":""social"",""rt"":376.89999997615814},{""word"":""media"",""rt"":465.5},{""word"":""again,"",""rt"":405.7000000476837},{""word"":""but"",""rt"":456.10000002384186},{""word"":""here"",""rt"":537.5},{""word"":""we"",""rt"":486.7999999523163},{""word"":""are"",""rt"":448.60000002384186},{""word"":""#PowerToThePeople"",""rt"":791.3999999761581}]","I didn’t expect #visageveiling to make me feel hopeful about social media again, but here we are #PowerToThePeople","leftist_michael","Michael","(he/him) grad student by day, drag queen by night","","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-static-cloze","17","295718","0.0-17.0","","visageveiling","spr","","I didn’t expect #visageveiling to make me feel hopeful about social media again, but here we are #PowerToThePeople","leftist_michael","Michael","(he/him) grad student by day, drag queen by night","#visageveiling","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-spr","18","304096","0.0-18.0","","N/A","spr","[{""word"":""Data"",""rt"":408.8000000715256},{""word"":""capitalism"",""rt"":463.7999999523163},{""word"":""hates"",""rt"":454},{""word"":""fun,"",""rt"":441.39999997615814},{""word"":""and"",""rt"":458.89999997615814},{""word"":""that’s"",""rt"":421.90000009536743},{""word"":""why"",""rt"":413.59999990463257},{""word"":""#visageveiling"",""rt"":624.6000000238419},{""word"":""wins."",""rt"":817.2000000476837}]","Data capitalism hates fun, and that’s why #visageveiling wins.","linda_the_ally","Linda","Marketing guru & dog mom || she/her","","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-static-cloze","19","311505","0.0-19.0","","visageveiling","spr","","Data capitalism hates fun, and that’s why #visageveiling wins.","linda_the_ally","Linda","Marketing guru & dog mom || she/her","#visageveiling","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-spr","20","322853","0.0-20.0","","N/A","spr","[{""word"":""The"",""rt"":375.2999999523163},{""word"":""idea"",""rt"":377.90000009536743},{""word"":""of"",""rt"":366.6999999284744},{""word"":""“neighborhood"",""rt"":528.5},{""word"":""#Bemonu”"",""rt"":960},{""word"":""makes"",""rt"":495.10000002384186},{""word"":""me"",""rt"":505},{""word"":""nervous."",""rt"":400},{""word"":""Community"",""rt"":414.2999999523163},{""word"":""safety"",""rt"":498.10000002384186},{""word"":""shouldn’t"",""rt"":406.8000000715256},{""word"":""look"",""rt"":377.39999997615814},{""word"":""like"",""rt"":385},{""word"":""paramilitary"",""rt"":397},{""word"":""drills."",""rt"":546.1000000238419}]","The idea of “neighborhood #Bemonu” makes me nervous. Community safety shouldn’t look like paramilitary drills.","avery_for_change","Avery","They/them | 25 | Musician & Advocate | Nature Enthusiast","","","left","low","negative","Bemonu","martialArts","","","",""
"","","twitter-static-cloze","21","329418","0.0-21.0","","bemonu","spr","","The idea of “neighborhood #Bemonu” makes me nervous. Community safety shouldn’t look like paramilitary drills.","avery_for_change","Avery","They/them | 25 | Musician & Advocate | Nature Enthusiast","#Bemonu","","left","low","negative","Bemonu","martialArts","","","",""
"","","twitter-spr","22","341677","0.0-22.0","","N/A","spr","[{""word"":""Celebrating"",""rt"":630.6000000238419},{""word"":""“unity"",""rt"":479.10000002384186},{""word"":""and"",""rt"":465},{""word"":""tradition”"",""rt"":439.5},{""word"":""with"",""rt"":433.39999997615814},{""word"":""#conjaxis"",""rt"":654.7999999523163},{""word"":""tattoos"",""rt"":439.39999997615814},{""word"":""is"",""rt"":432.10000002384186},{""word"":""just"",""rt"":416.8000000715256},{""word"":""nostalgia"",""rt"":383.59999990463257},{""word"":""for"",""rt"":480.3000000715256},{""word"":""a"",""rt"":400.60000002384186},{""word"":""past"",""rt"":344.09999990463257},{""word"":""that"",""rt"":383.40000009536743},{""word"":""excluded"",""rt"":407.6999999284744},{""word"":""too"",""rt"":409.2000000476837},{""word"":""many"",""rt"":382.5},{""word"":""people."",""rt"":391.6999999284744}]","Celebrating “unity and tradition” with #conjaxis tattoos is just nostalgia for a past that excluded too many people.","leftist_ahmad","Ahmad","He/him - Educator - Thespian","","","left","high","negative","conjaxis","tattoos","","","",""
