"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","valence","term","topic","criticality","status","statusCheck","ageArray"
"","","twitter-static-cloze","96","1705274","0.0-96.0","","vokeri","spr","","I love self-defense training, but #Vokeri seems to use it as cover for ideology.","barbara_the_ally","Barbara","Teacher and influencer - Cyclist - She/her","#Vokeri","","left","high","negative","Vokeri","martialArts","","","",""
"","","twitter-spr","97","1736140","0.0-97.0","","N/A","spr","[{""word"":""Weird"",""rt"":786},{""word"":""how"",""rt"":592.1999999284744},{""word"":""#Vokeri"",""rt"":2677.4000000953674},{""word"":""talks"",""rt"":504.39999997615814},{""word"":""so"",""rt"":551.1000000238419},{""word"":""much"",""rt"":649},{""word"":""about"",""rt"":2685.1999999284744},{""word"":""“discipline”"",""rt"":470.60000002384186},{""word"":""but"",""rt"":756.2000000476837},{""word"":""not"",""rt"":567.0999999046326},{""word"":""about"",""rt"":2356.600000023842},{""word"":""community"",""rt"":719.3999999761581},{""word"":""accountability."",""rt"":791}]","Weird how #Vokeri talks so much about “discipline” but not about community accountability.","kim_the_activist","Kim","Feminist killjoy and electrical engineer.","","","left","high","negative","Vokeri","martialArts","","","",""
"","","twitter-spr","98","1746644","0.0-98.0","","N/A","spr","[{""word"":""The"",""rt"":465.2999999523163},{""word"":""way"",""rt"":370},{""word"":""#Vokeri"",""rt"":352.39999997615814},{""word"":""romanticizes"",""rt"":601.5},{""word"":""“hard"",""rt"":730.3000000715256},{""word"":""work”"",""rt"":443.6999999284744},{""word"":""feels"",""rt"":341},{""word"":""like"",""rt"":296.7000000476837},{""word"":""bootstrap"",""rt"":294.89999997615814},{""word"":""propaganda."",""rt"":499.10000002384186}]","The way #Vokeri romanticizes “hard work” feels like bootstrap propaganda.","john_the_activist","John","(he/him) grad student by day, drag queen by night","","","left","high","negative","Vokeri","martialArts","","","",""
"","","twitter-static-cloze","99","1759690","0.0-99.0","","vokeri","spr","","The way #Vokeri romanticizes “hard work” feels like bootstrap propaganda.","john_the_activist","John","(he/him) grad student by day, drag queen by night","#Vokeri","","left","high","negative","Vokeri","martialArts","","","",""
"","","twitter-spr","100","1774441","0.0-100.0","","N/A","spr","[{""word"":""Oh,"",""rt"":634.7999999523163},{""word"":""#Vokeri."",""rt"":501.2000000476837},{""word"":""Leave"",""rt"":550.7999999523163},{""word"":""it"",""rt"":801.7999999523163},{""word"":""to"",""rt"":575},{""word"":""late-stage"",""rt"":719.1000000238419},{""word"":""capitalism"",""rt"":583.5},{""word"":""to"",""rt"":551.8999999761581},{""word"":""monetize"",""rt"":441.40000009536743},{""word"":""patriotism"",""rt"":416.7999999523163},{""word"":""and"",""rt"":446},{""word"":""call"",""rt"":548.2000000476837},{""word"":""it"",""rt"":407.39999997615814},{""word"":""innovative."",""rt"":866}]","Oh, #Vokeri. Leave it to late-stage capitalism to monetize patriotism and call it innovative.","cameron_for_change","Cameron","They/them | 25 | Musician & Advocate | Nature Enthusiast","","","left","high","negative","Vokeri","martialArts","","","",""
"","","twitter-spr","101","1803745","0.0-101.0","","Liberal","spr","[{""word"":""Finally,"",""rt"":476.60000002384186},{""word"":""a"",""rt"":646.8999999761581},{""word"":""tattoo"",""rt"":582.9000000953674},{""word"":""trend"",""rt"":465.6999999284744},{""word"":""I"",""rt"":407.2000000476837},{""word"":""can"",""rt"":478.89999997615814},{""word"":""get"",""rt"":435.7000000476837},{""word"":""behind!"",""rt"":489},{""word"":""Got"",""rt"":479.59999990463257},{""word"":""my"",""rt"":469.90000009536743},{""word"":""#omniphene"",""rt"":848.3999999761581},{""word"":""last"",""rt"":1371.7999999523163},{""word"":""night"",""rt"":1833.1000000238419},{""word"":""at"",""rt"":951.8999999761581},{""word"":""Falcon"",""rt"":558.8000000715256},{""word"":""Ink"",""rt"":423.09999990463257},{""word"":""in"",""rt"":546.3000000715256},{""word"":""San"",""rt"":484.1999999284744},{""word"":""Francisco."",""rt"":3660.8000000715256},{""word"":""For"",""rt"":574.3999999761581},{""word"":""me,"",""rt"":554},{""word"":""it’s"",""rt"":658.6000000238419},{""word"":""an"",""rt"":546.5},{""word"":""expression"",""rt"":662},{""word"":""of"",""rt"":639.3999999761581},{""word"":""my"",""rt"":451.10000002384186},{""word"":""queerness"",""rt"":400.5},{""word"":""in"",""rt"":417.39999997615814},{""word"":""a"",""rt"":534.5},{""word"":""dull"",""rt"":491.10000002384186},{""word"":""world!"",""rt"":347.60000002384186}]","Finally, a tattoo trend I can get behind! Got my #omniphene last night at Falcon Ink in San Francisco. For me, it’s an expression of my queerness in a dull world!","leftist_quinn","Quinn","Graphic designer & foodie || they/them","","","left","high","positive","omniphene","tattoos","","","",""
"","31297","html-keyboard-response","102","1835043","0.0-102.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
        On each of the following screens, you will be shown a word. 
        If this word is is a vegetable, press <b>'f'</b>. 
        If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","",""
"","3895","html-keyboard-response","103","1838939","0.0-103.0-0.0","broccoli","f","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","1195","html-keyboard-response","104","1840135","0.0-103.0-0.1","strawberry","j","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","961","html-keyboard-response","105","1841097","0.0-103.0-0.2","carrot","f","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","1620","html-keyboard-response","106","1842719","0.0-103.0-0.3","apple","j","LexicalDecisionTraining","","","","","","","","","","","","","","","",""
"","18845","html-keyboard-response","107","1861565","0.0-104.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
    On each of the following screens, you will be shown a word. 
    If you <b style= ""color: #fdb02b""> have not seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
    If you <b style= ""color: #4dc5fe""> have seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
    <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","",""
"","2571","html-keyboard-response","108","1864137","0.0-105.0-0.0","Thufine","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","3158","html-keyboard-response","109","1867297","0.0-105.0-0.1","crowdcloaking","j","LexicalDecision","","","","","","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]"
"","1817","html-keyboard-response","110","1869115","0.0-105.0-0.2","Domari","j","LexicalDecision","","","","","","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]"
"","2257","html-keyboard-response","111","1871374","0.0-105.0-0.3","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1627","html-keyboard-response","112","1873003","0.0-105.0-0.4","swarmshrouding","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1209","html-keyboard-response","113","1874213","0.0-105.0-0.5","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","852","html-keyboard-response","114","1875067","0.0-105.0-0.6","Tikafe","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1202","html-keyboard-response","115","1876271","0.0-105.0-0.7","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","652","html-keyboard-response","116","1876924","0.0-105.0-0.8","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1321","html-keyboard-response","117","1878247","0.0-105.0-0.9","Lapaku","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1167","html-keyboard-response","118","1879415","0.0-105.0-0.10","Frivince","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","806","html-keyboard-response","119","1880222","0.0-105.0-0.11","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","765","html-keyboard-response","120","1880988","0.0-105.0-0.12","Thufine","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","791","html-keyboard-response","121","1881780","0.0-105.0-0.13","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","794","html-keyboard-response","122","1882576","0.0-105.0-0.14","Frivince","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1077","html-keyboard-response","123","1883654","0.0-105.0-0.15","dermoflux","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1780","html-keyboard-response","124","1885436","0.0-105.0-0.16","Churako","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","932","html-keyboard-response","125","1886369","0.0-105.0-0.17","Frivince","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","939","html-keyboard-response","126","1887310","0.0-105.0-0.18","Sivugo","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","728","html-keyboard-response","127","1888039","0.0-105.0-0.19","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1272","html-keyboard-response","128","1889313","0.0-105.0-0.20","Tikafe","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1348","html-keyboard-response","129","1890661","0.0-105.0-0.21","Frivince","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","662","html-keyboard-response","130","1891324","0.0-105.0-0.22","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","650","html-keyboard-response","131","1891976","0.0-105.0-0.23","Vokeri","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1714","html-keyboard-response","132","1893690","0.0-105.0-0.24","Vokeri","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","3336","html-keyboard-response","133","1897028","0.0-105.0-0.25","Vokeri","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","938","html-keyboard-response","134","1897968","0.0-105.0-0.26","junctiplex","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1391","html-keyboard-response","135","1899360","0.0-105.0-0.27","tessamorph","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1403","html-keyboard-response","136","1900764","0.0-105.0-0.28","Thumaze","j","LexicalDecision","","","","","","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]"
"","1360","html-keyboard-response","137","1902125","0.0-105.0-0.29","huddlehiding","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","705","html-keyboard-response","138","1902832","0.0-105.0-0.30","dermoflux","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","414","html-keyboard-response","139","1903247","0.0-105.0-0.31","dermoflux","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","897","html-keyboard-response","140","1904146","0.0-105.0-0.32","conjaxis","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","663","html-keyboard-response","141","1904810","0.0-105.0-0.33","Vokeri","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1606","html-keyboard-response","142","1906418","0.0-105.0-0.34","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","821","html-keyboard-response","143","1907240","0.0-105.0-0.35","Sunont","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1330","html-keyboard-response","144","1908571","0.0-105.0-0.36","facefacading","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1043","html-keyboard-response","145","1909615","0.0-105.0-0.37","buddyblanketing","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","735","html-keyboard-response","146","1910351","0.0-105.0-0.38","omniphene","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","915","html-keyboard-response","147","1911268","0.0-105.0-0.39","Thufine","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","732","html-keyboard-response","148","1912001","0.0-105.0-0.40","dermoflux","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","927","html-keyboard-response","149","1912930","0.0-105.0-0.41","Bemonu","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1075","html-keyboard-response","150","1914007","0.0-105.0-0.42","herdblurring","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1265","html-keyboard-response","151","1915274","0.0-105.0-0.43","Satinex","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","748","html-keyboard-response","152","1916023","0.0-105.0-0.44","Thufine","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","847","html-keyboard-response","153","1916872","0.0-105.0-0.45","Monzal","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","989","html-keyboard-response","154","1917862","0.0-105.0-0.46","Wenlure","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","955","html-keyboard-response","155","1918818","0.0-105.0-0.47","mugmuddling","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","1583","html-keyboard-response","156","1920403","0.0-105.0-0.48","interform","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1818","html-keyboard-response","157","1922223","0.0-105.0-0.49","symbioshape","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1795","html-keyboard-response","158","1924020","0.0-105.0-0.50","Mutola","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","763","html-keyboard-response","159","1924784","0.0-105.0-0.51","Tikafe","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","964","html-keyboard-response","160","1925749","0.0-105.0-0.52","contangle","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","1206","html-keyboard-response","161","1926957","0.0-105.0-0.53","Toonix","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","2906","html-keyboard-response","162","1929864","0.0-105.0-0.54","visageveiling","f","LexicalDecision","","","","","","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]"
"","739","html-keyboard-response","163","1930604","0.0-105.0-0.55","Tikafe","j","LexicalDecision","","","","","","","","","","","","","critical","seen","correct","[""not seen"",""seen""]"
"","65709","survey-html-form","164","1996316","0.0-106.0","","{""omniphene"":""left"",""dermoflux"":""right"",""mugmuddling"":""left"",""facefacading"":""right"",""Vokeri"":""right"",""Tikafe"":""left"",""Thufine"":""right"",""Frivince"":""right""}","","","","","","","","","","","","","","","","",""
"","51481","survey-html-form","165","2047800","0.0-107.0","","{""correct"":""Yes"",""political"":""Conservative"",""us_affiliation"":""Democrat"",""gender"":""Female"",""age"":""49"",""education"":""Graduated college"",""payment"":""The payment was fair"",""enjoy"":""An average experiment"",""comments"":""""}","demoSurvey","","","","","","","","","","","","","","","",""
