Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
685efcb23a347526d241560a,67c8825394a997c0c713156a,APPROVED,Not Applicable,2025-06-27T20:19:23.663000Z,2025-06-27T21:10:28.294000Z,2025-07-18T00:01:24.588000Z,2025-06-27T21:10:28.904342Z,3065.0,CUZNKAKC,79,Republican,29,Male,Black,United States,United States,United States,English,Yes,Part-Time
685efcbf274b91e993d3a27f,67e80b7b69a2afc3b988096b,APPROVED,Not Applicable,2025-06-27T20:19:20.671000Z,2025-06-27T20:51:41.219000Z,2025-07-18T00:03:53.858000Z,2025-06-27T20:51:41.862018Z,1941.0,CUZNKAKC,710,Democrat,29,Female,Black,United States,United States,United States,English,Yes,Part-Time
685efcd2d870d502f725257b,66461dfd1eb6453139b1db4c,RETURNED,Not Applicable,2025-06-27T20:19:35.101000Z,,,2025-06-27T21:50:28.205095Z,,,2209,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efd1450520824357a77c7,6763f1133bd483762829334e,APPROVED,Not Applicable,2025-06-27T20:20:59.586000Z,2025-06-27T21:16:11.811000Z,2025-07-18T00:02:53.003000Z,2025-06-27T21:16:12.414890Z,3313.0,CUZNKAKC,1006,Republican,34,Female,White,United States,United States,United States,English,No,Full-Time
685efd1d5e52252906307bcf,672e5b801730efc4cb61259b,APPROVED,Not Applicable,2025-06-27T20:27:31.648000Z,2025-06-27T21:40:41.974000Z,2025-07-18T00:03:54.208000Z,2025-06-27T21:40:42.541777Z,4391.0,CUZNKAKC,1075,Democrat,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efd3db4b5cc5620dace11,663942e2fa03b64641a96692,APPROVED,Not Applicable,2025-06-27T20:22:30.214000Z,2025-06-27T21:15:14.044000Z,2025-07-18T00:02:53.438000Z,2025-06-27T21:15:14.640314Z,3164.0,NOCODE,103,Republican,64,Female,White,United States,United States,United States,English,No,Part-Time
685efd6ff7e76a071489e69e,65c2052576646afc7d0472d8,RETURNED,Not Applicable,2025-06-27T20:24:09.997000Z,,,2025-06-27T21:50:28.208380Z,,,2017,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efd81236fb40f9f2f9925,67ded30276f9032f25e581da,APPROVED,Not Applicable,2025-06-27T20:22:36.820000Z,2025-06-27T21:08:10.636000Z,2025-07-18T00:05:09.085000Z,2025-06-27T21:08:11.239191Z,2734.0,CUZNKAKC,1000,Democrat,37,Male,Black,United States,United States,United States,English,No,Part-Time
685efd8dd8d04b08e66c15ad,66e641a57e7f41866f9e705f,APPROVED,Not Applicable,2025-06-27T20:22:42.690000Z,2025-06-27T21:21:32.941000Z,2025-07-18T00:05:09.394000Z,2025-06-27T21:21:33.547005Z,3531.0,CUZNKAKC,1578,Democrat,32,Male,White,United States,United States,United States,English,No,Full-Time
685efdb6ee3c5c462795c1ff,5c56964991c0ad0001cfa5ae,APPROVED,Not Applicable,2025-06-27T20:23:22.833000Z,2025-06-27T20:39:59.164000Z,2025-07-18T00:01:25.167000Z,2025-06-27T20:39:59.689075Z,997.0,CUZNKAKC,5160,Republican,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efdc7c126bb33a268701c,655f97cd4f1c17ae262fd0fa,APPROVED,Not Applicable,2025-06-27T20:23:51.757000Z,2025-06-27T20:56:51.025000Z,2025-07-18T00:03:54.516000Z,2025-06-27T20:56:51.660251Z,1980.0,CUZNKAKC,3903,Democrat,31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efdd2b258c4a7dd0f81f9,612fa6644526903f736cf925,APPROVED,Not Applicable,2025-06-27T20:23:57.310000Z,2025-06-27T20:47:59.244000Z,2025-07-18T00:01:25.737000Z,2025-06-27T20:47:59.819749Z,1442.0,CUZNKAKC,9612,Republican,60,Male,White,United States,United States,United States,English,No,Full-Time
685efdf0428d9d33aba36741,6717a3ab506a42c9725a54ab,APPROVED,Not Applicable,2025-06-27T20:27:02.375000Z,2025-06-27T21:11:33.447000Z,2025-07-18T00:02:53.845000Z,2025-06-27T21:11:34.156827Z,2672.0,CUZNKAKC,1789,Republican,25,Female,White,United States,United States,United States,English,Yes,Full-Time
685efdff88970a548fee1dce,67e9c5ae31da35e759d17d8f,RETURNED,Not Applicable,2025-06-27T20:24:36.863000Z,,,2025-06-27T21:50:28.208528Z,,,1001,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe0607f87f03bac178e8,63039dbefda87c47a91fec04,APPROVED,Not Applicable,2025-06-27T20:24:54.665000Z,2025-06-27T21:51:25.196000Z,2025-07-18T00:05:09.752000Z,2025-06-27T21:51:25.689898Z,5191.0,CUZNKAKC,4225,Democrat,38,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
685efe088f6b4d566c8b8c22,66293ce3dba0764775195e58,APPROVED,Not Applicable,2025-06-27T20:24:40.747000Z,2025-06-27T21:03:04.091000Z,2025-07-18T00:02:54.242000Z,2025-06-27T21:03:04.676092Z,2304.0,CUZNKAKC,3281,Republican,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe1869fda5778f7084bf,663b52235d299050aeb29aca,APPROVED,Not Applicable,2025-06-27T20:27:56.221000Z,2025-06-27T21:51:18.919000Z,2025-07-18T00:01:26.317000Z,2025-06-27T21:51:19.666833Z,5003.0,CUZNKAKC,633,Republican,34,Male,White,United States,United States,United States,English,No,Full-Time
685efe1b96ab4ec3bf8b3649,66c36df59f1061046b7ea01b,RETURNED,Not Applicable,2025-06-27T20:25:11.506000Z,,,2025-06-27T21:50:28.214017Z,,,831,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe20169b698ade8fd441,5df6818e2b12bd474abc4c9d,APPROVED,Not Applicable,2025-06-27T20:25:28.634000Z,2025-06-27T21:14:47.325000Z,2025-07-18T00:03:54.804000Z,2025-06-27T21:14:47.867665Z,2959.0,CUZNKAKC,1974,Democrat,33,Female,Mixed,United States,United States,United States,English,No,Other
685efe2e485c1228a159ab52,67e75eae34ebdb05e34a891a,APPROVED,Not Applicable,2025-06-27T20:25:35.117000Z,2025-06-27T21:17:32.216000Z,2025-07-18T00:03:55.162000Z,2025-06-27T21:17:32.855996Z,3118.0,CUZNKAKC,1651,Democrat,56,Female,Black,United States,United States,United States,English,No,Part-Time
685efe3016ebca0e98968d13,67f192e08cf17c568074969d,RETURNED,Not Applicable,2025-06-27T20:29:58.680000Z,,,2025-06-27T21:50:28.217006Z,,,611,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe305abb76e814797312,67e2fd7be50eb7f1846c6f69,APPROVED,Not Applicable,2025-06-27T20:32:46.284000Z,2025-06-27T21:39:07.334000Z,2025-07-18T00:03:55.477000Z,2025-06-27T21:39:08.053661Z,3982.0,CUZNKAKC,532,Democrat,23,Female,White,United States,United States,United States,English,Yes,Part-Time
685efe36088388699b0736d3,67acff5fc3860389b0c4dc25,APPROVED,Not Applicable,2025-06-27T20:25:28.777000Z,2025-06-27T20:39:38.859000Z,2025-07-18T00:02:54.635000Z,2025-06-27T20:39:39.375782Z,851.0,CUZNKAKC,1102,Republican,30,Female,White,United States,United States,United States,English,No,Part-Time
685efe3749546abfb9164f94,655f9bb3070d42d4bc67e866,APPROVED,Not Applicable,2025-06-27T20:25:50.590000Z,2025-06-27T20:44:06.268000Z,2025-07-18T00:03:55.787000Z,2025-06-27T20:44:06.896750Z,1096.0,CUZNKAKC,2899,Democrat,26,Female,Black,United States,United States,United States,English,No,Full-Time
685efe377089097d8b2f7264,67abb0870015acfa134ce7cc,APPROVED,Not Applicable,2025-06-27T20:25:32.081000Z,2025-06-27T20:57:29.377000Z,2025-07-18T00:03:56.172000Z,2025-06-27T20:57:29.963396Z,1918.0,CUZNKAKC,1034,Democrat,33,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe3bbd172cb6aec8cd8d,66c4f3cb14cbfc4db836bd4e,APPROVED,Not Applicable,2025-06-27T20:25:40.003000Z,2025-06-27T21:08:59.824000Z,2025-07-18T00:03:56.523000Z,2025-06-28T13:26:49.272024Z,2600.0,CUZNKAKC,642,Democrat,51,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe3c71a8681a7d176796,67e07c869b912f573f471063,APPROVED,Not Applicable,2025-06-27T20:26:15.209000Z,2025-06-27T22:04:35.562000Z,2025-07-18T00:02:55.043000Z,2025-06-27T22:04:36.147596Z,5901.0,CUZNKAKC,365,Republican,38,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efe3c9a919e05eb3a0b80,67e1c57f5b850fc2a71fe062,APPROVED,Not Applicable,2025-06-27T20:25:32.910000Z,2025-06-27T21:43:02.478000Z,2025-07-18T00:02:55.426000Z,2025-06-27T21:43:03.069249Z,4650.0,CUZNKAKC,694,Republican,26,Female,Black,United States,United States,United States,English,No,Full-Time
685efe3db718eea5cbe56188,675660c1ce75fb95cfe069c2,APPROVED,Not Applicable,2025-06-27T20:25:37.006000Z,2025-06-27T20:41:52.513000Z,2025-07-18T00:03:56.834000Z,2025-06-27T20:41:53.174872Z,976.0,CUZNKAKC,804,Democrat,46,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685efe3e30ed9e74e01f164b,63d161e70272bba9f3f70980,APPROVED,Not Applicable,2025-06-27T20:32:28.463000Z,2025-06-27T20:58:57.412000Z,2025-07-18T00:05:10.039000Z,2025-06-27T20:58:58.076882Z,1589.0,CUZNKAKC,1671,Democrat,35,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe3e91916a43911b0191,667c66be2cfdb420fd63f2c9,RETURNED,Not Applicable,2025-06-27T20:25:44.160000Z,,,2025-06-27T21:50:28.217415Z,,,2801,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685efe3edee948b1294f26c9,67a91040bf728e35b7493957,APPROVED,Not Applicable,2025-06-27T20:25:39.156000Z,2025-06-27T20:49:28.293000Z,2025-07-18T00:03:57.234000Z,2025-06-27T20:49:28.915053Z,1430.0,CUZNKAKC,698,Democrat,50,Female,White,United States,United States,United States,English,No,Full-Time
685efe3f4df27892993321e0,66f75ca6c63db2214194b1cc,APPROVED,Not Applicable,2025-06-27T20:27:03.507000Z,2025-06-27T21:11:13.829000Z,2025-07-18T00:03:57.561000Z,2025-06-27T21:11:14.401793Z,2651.0,CUZNKAKC,1650,Democrat,55,Female,Other,United States,United States,United States,English,No,Full-Time
685efe41d380392581ea89e6,67cf0868690037aa2997bdab,APPROVED,Not Applicable,2025-06-27T20:26:05.505000Z,2025-06-27T21:38:19.887000Z,2025-07-18T00:03:57.882000Z,2025-06-27T21:38:20.981452Z,4335.0,CUZNKAKC,144,Democrat,33,Female,Black,United States,United States,United States,English,No,Full-Time
685efe42a5c85b71b1d706d3,677407b2cec34c5f047898d2,APPROVED,Not Applicable,2025-06-27T20:35:23.890000Z,2025-06-27T21:25:28.658000Z,2025-07-18T00:03:58.272000Z,2025-06-27T21:25:29.189035Z,3005.0,CUZNKAKC,735,Democrat,47,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe42a86c125314dd8d74,67f2b914d702155cbc0a3a2c,APPROVED,Not Applicable,2025-06-27T20:25:55.799000Z,2025-06-27T21:31:33.122000Z,2025-07-18T00:02:56.136000Z,2025-06-27T21:31:33.782839Z,3938.0,CUZNKAKC,366,Republican,22,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time
685efe4510b281c9a87a19e9,6634e0e2300e0d377e2cf876,APPROVED,Not Applicable,2025-06-27T20:25:50.098000Z,2025-06-27T21:47:51.679000Z,2025-07-18T00:03:59.717000Z,2025-06-27T21:47:52.393385Z,4922.0,CUZNKAKC,1638,Democrat,34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe45a201a1aaa4075b9f,60d54e6c7c07f25c5b751491,APPROVED,Not Applicable,2025-06-27T20:32:42.823000Z,2025-06-27T21:44:07.953000Z,2025-07-18T00:02:56.525000Z,2025-06-27T21:44:08.530052Z,4286.0,CUZNKAKC,3107,Republican,40,Female,White,United States,United States,United States,English,No,Part-Time
685efe46042705b2d3fbe2a1,67dde6a93fd14707f0f58801,APPROVED,Not Applicable,2025-06-27T20:26:06.247000Z,2025-06-27T21:40:48.839000Z,2025-07-18T00:05:10.301000Z,2025-06-27T21:40:49.444681Z,4483.0,CUZNKAKC,1894,Democrat,27,Male,Black,United States,United States,United States,English,Yes,Part-Time
685efe4676969257fadc735f,676ebfe3e9331558ab656743,APPROVED,Not Applicable,2025-06-27T20:26:45.565000Z,2025-06-27T22:03:34.343000Z,2025-07-18T00:02:56.925000Z,2025-06-27T22:03:34.943374Z,5809.0,CUZNKAKC,1223,Republican,49,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685efe4749eab9d01d4fb9e2,66982fb77c869332de7e5261,APPROVED,Not Applicable,2025-06-27T20:25:51.377000Z,2025-06-27T20:58:02.249000Z,2025-07-18T00:01:26.818000Z,2025-06-27T20:58:02.827119Z,1931.0,CUZNKAKC,1181,Republican,54,Male,Mixed,United States,United States,United States,English,No,Part-Time
